return_id,order_id,product_id,customer_id,return_date,return_reason,return_quantity,refund_amount
R000377,O003563,P0129,C02544,2025-07-14,Changed Mind,1,6802.82
R000378,O003572,P0011,C00364,2026-06-13,Changed Mind,2,47944.58
R000379,O003582,P0144,C07892,2026-02-26,Product Defect,1,12652.88
R000380,O003612,P0334,C06987,2026-09-24,Not as Expected,1,2143.61
R000381,O003629,P0293,C05010,2026-02-06,Changed Mind,1,2934.68
R000382,O003629,P0096,C05010,2026-02-04,Late Delivery,1,2843.32
R000383,O003631,P0332,C04683,2025-01-17,Changed Mind,1,2307.3
R000384,O003666,P0472,C06132,2025-01-12,Changed Mind,1,7217.19
R000385,O003673,P0310,C07367,2025-05-04,Product Defect,1,2758.16
R000386,O003673,P0131,C07367,2025-04-27,Changed Mind,1,14308.31
R000387,O003675,P0470,C00299,2026-02-08,Size Issue,2,10425.4
R000388,O003680,P0184,C05846,2026-09-08,Changed Mind,1,9545.91
R000389,O003680,P0408,C05846,2026-09-15,Size Issue,2,19662.99
R000390,O003722,P0147,C09879,2026-07-25,Product Defect,1,6079.3
R000391,O003722,P0130,C09879,2026-08-01,Size Issue,2,7965.86
R000392,O003724,P0385,C04262,2026-12-16,Product Defect,1,4146.7
R000393,O003724,P0397,C04262,2026-12-22,Product Defect,1,4432.46
R000394,O003741,P0336,C05292,2025-06-21,Changed Mind,1,2421.17
R000395,O003741,P0095,C05292,2025-06-18,Changed Mind,2,11560.5
R000396,O003743,P0308,C05255,2025-07-11,Wrong Product,1,2575.79
R000397,O003774,P0048,C09536,2026-11-15,Damaged During Delivery,1,8872.21
R000398,O003776,P0370,C04281,2025-01-29,Size Issue,1,904.53
R000399,O003798,P0145,C01339,2025-07-31,Not as Expected,1,14240.05
R000400,O003802,P0209,C05431,2026-11-08,Not as Expected,2,8934.78
R000401,O003802,P0144,C05431,2026-11-04,Size Issue,2,25029.75
R000402,O003840,P0381,C05236,2025-12-02,Not as Expected,1,3585.87
R000403,O003840,P0312,C05236,2025-11-21,Not as Expected,1,465.62
R000404,O003850,P0476,C00097,2025-11-13,Size Issue,1,2166.82
R000405,O003850,P0090,C00097,2025-11-04,Not as Expected,1,21604.68
R000406,O003850,P0213,C00097,2025-10-30,Not as Expected,1,4887.57
R000407,O003856,P0356,C01924,2025-12-20,Changed Mind,1,4045.88
R000408,O003871,P0032,C06146,2025-03-01,Not as Expected,2,1406.13
R000409,O003943,P0373,C01005,2026-05-25,Late Delivery,2,3510.18
R000410,O003951,P0155,C05713,2025-11-15,Not as Expected,1,11549.29
R000411,O003991,P0183,C01897,2025-02-06,Size Issue,1,14404.95
R000412,O003991,P0281,C01897,2025-02-12,Not as Expected,1,3253.49
R000413,O003995,P0308,C00451,2026-04-17,Late Delivery,1,2510.88
R000414,O003995,P0111,C00451,2026-04-21,Damaged During Delivery,1,16017.1
R000415,O004012,P0123,C00854,2025-11-14,Wrong Product,1,13205.55
R000416,O004017,P0116,C03895,2027-01-02,Changed Mind,1,12856.06
R000417,O004017,P0150,C03895,2026-12-28,Not as Expected,1,1667.75
R000418,O004020,P0039,C08268,2025-09-14,Not as Expected,2,45179.45
R000419,O004022,P0005,C02236,2025-10-23,Changed Mind,1,25494.72
R000420,O004029,P0214,C09229,2026-03-31,Size Issue,1,5851.06
R000421,O004045,P0384,C08120,2025-03-05,Product Defect,1,4490.57
R000422,O004053,P0059,C01648,2026-08-10,Size Issue,1,26209.44
R000423,O004054,P0130,C02261,2026-01-07,Size Issue,1,3550.22
R000424,O004054,P0318,C02261,2026-01-06,Product Defect,1,361.08
R000425,O004061,P0196,C05283,2026-10-14,Wrong Product,2,1602.59
R000426,O004091,P0402,C00642,2025-03-04,Product Defect,2,3189.98
R000427,O004094,P0147,C02744,2025-10-07,Product Defect,1,6204.74
R000428,O004110,P0369,C00249,2026-10-11,Not as Expected,2,6065.1
R000429,O004121,P0454,C00164,2025-02-03,Product Defect,1,10224.83
R000430,O004140,P0434,C01338,2025-02-19,Size Issue,3,5280.73
R000431,O004142,P0104,C02290,2026-12-01,Damaged During Delivery,2,28104.4
R000432,O004142,P0029,C02290,2026-11-20,Size Issue,1,27237.8
R000433,O004150,P0018,C00966,2026-09-24,Changed Mind,1,13930.41
R000434,O004150,P0401,C00966,2026-09-26,Not as Expected,2,7089.03
R000435,O004167,P0230,C05754,2026-10-17,Changed Mind,2,8757.9
R000436,O004167,P0116,C05754,2026-10-14,Wrong Product,1,12538.01
R000437,O004188,P0113,C06850,2026-02-19,Product Defect,1,14428.0
R000438,O004189,P0265,C03190,2025-03-18,Product Defect,1,5419.92
R000439,O004203,P0253,C09560,2026-06-01,Changed Mind,1,3266.81
R000440,O004204,P0247,C05703,2025-09-23,Not as Expected,2,1685.48
R000441,O004228,P0030,C09711,2025-08-05,Not as Expected,1,22384.78
R000442,O004231,P0111,C04893,2025-11-06,Not as Expected,1,16279.12
R000443,O004246,P0264,C09088,2025-03-28,Changed Mind,2,5484.58
R000444,O004256,P0025,C01574,2025-05-09,Size Issue,2,56632.62
R000445,O004257,P0352,C06349,2026-11-11,Size Issue,1,2158.11
R000446,O004300,P0026,C03869,2025-01-14,Damaged During Delivery,1,12994.71
R000447,O004304,P0143,C08975,2025-09-08,Changed Mind,1,6943.6
R000448,O004339,P0221,C00436,2026-11-18,Late Delivery,1,6620.95
R000449,O004346,P0404,C03030,2026-07-06,Not as Expected,1,6897.29
R000450,O004354,P0186,C04239,2025-12-10,Size Issue,2,17992.64
R000451,O004354,P0403,C04239,2025-12-12,Damaged During Delivery,1,10301.89
R000452,O004356,P0339,C08783,2026-02-18,Size Issue,1,1359.33
R000453,O004361,P0199,C01314,2025-07-13,Damaged During Delivery,1,12101.57
R000454,O004386,P0049,C02972,2025-09-03,Changed Mind,1,7167.16
R000455,O004407,P0273,C01355,2025-04-22,Size Issue,1,3924.53
R000456,O004416,P0033,C05154,2026-04-30,Product Defect,1,7240.17
R000457,O004420,P0221,C03113,2026-08-25,Size Issue,1,5851.36
R000458,O004444,P0378,C09402,2026-10-26,Changed Mind,1,1322.13
R000459,O004458,P0352,C09721,2025-06-16,Not as Expected,1,2107.53
R000460,O004459,P0171,C02806,2026-03-02,Size Issue,3,9237.58
R000461,O004467,P0339,C04962,2026-04-28,Changed Mind,1,1383.44
R000462,O004472,P0471,C04376,2025-04-18,Not as Expected,1,2006.94
R000463,O004475,P0127,C02952,2025-03-11,Not as Expected,3,40806.92
R000464,O004482,P0468,C08020,2025-02-17,Size Issue,1,9605.45
R000465,O004483,P0347,C01649,2026-09-30,Changed Mind,1,1137.88
R000466,O004508,P0343,C08556,2026-05-07,Not as Expected,2,4402.67
R000467,O004512,P0191,C04164,2025-02-01,Product Defect,1,12961.43
R000468,O004522,P0347,C04647,2026-11-26,Size Issue,1,1228.04
R000469,O004549,P0251,C03653,2026-07-05,Size Issue,1,977.4
R000470,O004549,P0044,C03653,2026-07-03,Damaged During Delivery,1,6276.64
R000471,O004599,P0370,C01701,2025-07-02,Not as Expected,1,924.54
R000472,O004624,P0090,C06577,2026-10-27,Late Delivery,1,21826.77
R000473,O004629,P0424,C09929,2026-10-31,Wrong Product,1,2439.65
R000474,O004631,P0266,C08803,2026-04-14,Wrong Product,2,7810.29
R000475,O004631,P0227,C08803,2026-04-24,Not as Expected,2,12425.27
R000476,O004651,P0382,C06675,2027-01-09,Changed Mind,1,2149.92
R000477,O004671,P0356,C09847,2025-04-26,Not as Expected,2,9069.49
R000478,O004700,P0077,C08535,2026-08-30,Wrong Product,1,7931.63
R000479,O004707,P0342,C08420,2025-09-10,Changed Mind,3,3334.57
R000480,O004713,P0283,C00741,2025-11-10,Size Issue,3,13749.06
R000481,O004714,P0237,C05924,2025-03-30,Late Delivery,1,5855.57
R000482,O004714,P0453,C05924,2025-03-17,Late Delivery,1,3350.65
R000483,O004721,P0409,C01579,2025-02-18,Not as Expected,1,9974.28
R000484,O004721,P0083,C01579,2025-02-19,Changed Mind,1,2431.62
R000485,O004733,P0456,C02764,2025-09-08,Not as Expected,1,872.47
R000486,O004741,P0249,C02134,2027-01-05,Late Delivery,1,3361.6
R000487,O004746,P0095,C09107,2025-11-29,Damaged During Delivery,1,6054.69
R000488,O004746,P0486,C09107,2025-11-24,Late Delivery,1,7815.43
R000489,O004749,P0470,C00670,2026-06-06,Size Issue,2,10696.18
R000490,O004757,P0011,C04657,2025-08-01,Size Issue,2,46795.44
R000491,O004778,P0358,C07734,2025-12-09,Damaged During Delivery,2,2609.55
R000492,O004778,P0017,C07734,2025-12-02,Changed Mind,2,2416.49
R000493,O004829,P0083,C04555,2025-05-02,Late Delivery,1,2195.47
R000494,O004859,P0220,C01950,2025-02-04,Size Issue,1,1046.16
R000495,O004896,P0438,C06352,2025-04-30,Product Defect,1,7955.95
R000496,O004910,P0420,C08787,2026-12-14,Changed Mind,1,1411.53
R000497,O004951,P0024,C05710,2025-07-05,Wrong Product,1,14653.09
R000498,O004951,P0338,C05710,2025-07-08,Damaged During Delivery,1,486.57
R000499,O004951,P0201,C05710,2025-07-03,Changed Mind,1,1350.44
R000500,O004973,P0485,C07096,2025-11-19,Damaged During Delivery,1,8184.15
R000501,O004982,P0229,C00162,2026-01-21,Not as Expected,1,2053.52
R000502,O004982,P0272,C00162,2026-01-31,Late Delivery,1,2200.22
R000503,O005003,P0435,C08566,2026-01-19,Not as Expected,1,4561.36
R000504,O005005,P0459,C01963,2025-11-26,Changed Mind,1,9089.48
R000505,O005015,P0305,C01971,2026-06-08,Product Defect,1,3335.04
R000506,O005015,P0086,C01971,2026-06-04,Size Issue,2,37734.42
R000507,O005015,P0478,C01971,2026-05-30,Not as Expected,1,3334.92
R000508,O005041,P0102,C05432,2025-09-20,Damaged During Delivery,1,1862.39
R000509,O005042,P0378,C04031,2025-12-02,Damaged During Delivery,1,1273.71
R000510,O005042,P0248,C04031,2025-11-27,Wrong Product,1,4764.83
R000511,O005056,P0041,C08925,2025-03-25,Damaged During Delivery,2,30995.72
R000512,O005056,P0207,C08925,2025-04-05,Product Defect,1,2908.96
R000513,O005063,P0193,C04470,2025-03-19,Product Defect,1,2377.61
R000514,O005067,P0439,C05539,2027-01-11,Changed Mind,1,11015.57
R000515,O005067,P0246,C05539,2027-01-07,Damaged During Delivery,1,3016.87
R000516,O005074,P0310,C05386,2026-02-16,Wrong Product,1,3043.7
R000517,O005081,P0059,C06651,2026-06-02,Not as Expected,1,28991.51
R000518,O005086,P0281,C06268,2026-08-17,Damaged During Delivery,2,6526.05
R000519,O005100,P0071,C05053,2026-04-16,Not as Expected,3,74462.07
R000520,O005106,P0135,C03100,2026-03-15,Not as Expected,2,10726.78
R000521,O005125,P0179,C03353,2025-09-09,Changed Mind,1,1137.12
R000522,O005126,P0174,C08128,2025-06-19,Not as Expected,1,12785.75
R000523,O005172,P0251,C00958,2026-02-22,Not as Expected,1,1079.1
R000524,O005208,P0003,C07658,2026-05-17,Damaged During Delivery,1,6757.9
R000525,O005232,P0075,C06399,2025-10-05,Product Defect,1,29791.38
R000526,O005259,P0140,C03400,2025-07-25,Changed Mind,1,1346.82
R000527,O005268,P0333,C02115,2025-04-21,Size Issue,1,3831.25
R000528,O005273,P0465,C02123,2026-09-05,Late Delivery,1,4273.39
R000529,O005273,P0452,C02123,2026-09-04,Changed Mind,1,1741.81
R000530,O005294,P0486,C06497,2026-10-16,Changed Mind,1,7836.61
R000531,O005294,P0471,C06497,2026-10-10,Size Issue,2,4006.77
R000532,O005309,P0290,C09906,2026-09-09,Not as Expected,1,4919.68
R000533,O005309,P0486,C09906,2026-09-07,Damaged During Delivery,1,8744.22
R000534,O005310,P0373,C01766,2025-02-11,Product Defect,2,3494.46
R000535,O005310,P0068,C01766,2025-01-29,Not as Expected,2,61610.86
R000536,O005320,P0053,C01845,2025-04-05,Changed Mind,1,4096.36
R000537,O005328,P0240,C01754,2025-10-15,Late Delivery,2,688.58
R000538,O005328,P0150,C01754,2025-10-25,Late Delivery,2,3634.9
R000539,O005328,P0437,C01754,2025-10-23,Product Defect,2,15250.15
R000540,O005341,P0479,C06228,2026-09-24,Not as Expected,1,4404.9
R000541,O005341,P0455,C06228,2026-09-16,Changed Mind,1,5577.12
R000542,O005369,P0173,C04429,2025-07-23,Changed Mind,1,10196.84
R000543,O005369,P0117,C04429,2025-08-06,Product Defect,1,6613.39
R000544,O005380,P0258,C02895,2025-04-08,Damaged During Delivery,1,5334.2
R000545,O005380,P0333,C02895,2025-04-03,Damaged During Delivery,1,3551.61
R000546,O005380,P0343,C02895,2025-04-10,Product Defect,1,2151.67
R000547,O005402,P0446,C06493,2026-08-06,Size Issue,1,3737.85
R000548,O005402,P0294,C06493,2026-08-14,Size Issue,1,2121.52
R000549,O005444,P0472,C09403,2026-07-20,Product Defect,1,6887.1
R000550,O005455,P0290,C01839,2026-11-28,Late Delivery,1,4519.02
R000551,O005476,P0415,C04230,2026-02-02,Damaged During Delivery,1,6823.57
R000552,O005480,P0297,C06866,2026-04-29,Damaged During Delivery,1,727.16
R000553,O005480,P0015,C06866,2026-04-27,Damaged During Delivery,2,24552.41
R000554,O005507,P0252,C04486,2026-08-25,Size Issue,1,5540.91
R000555,O005522,P0287,C09377,2025-02-25,Size Issue,1,759.18
R000556,O005529,P0471,C09798,2026-11-27,Not as Expected,1,2076.85
R000557,O005541,P0259,C06155,2026-09-05,Product Defect,1,5653.62
R000558,O005567,P0185,C04881,2025-05-16,Wrong Product,1,9329.86
R000559,O005568,P0151,C09177,2025-03-16,Late Delivery,2,9012.85
R000560,O005568,P0490,C09177,2025-03-12,Damaged During Delivery,1,5361.62
R000561,O005594,P0380,C07926,2026-03-02,Size Issue,2,6040.34
R000562,O005616,P0420,C02828,2025-11-06,Not as Expected,1,1455.79
R000563,O005635,P0289,C06120,2025-07-03,Changed Mind,1,5720.3
R000564,O005653,P0247,C05931,2025-04-28,Late Delivery,1,829.85
R000565,O005653,P0348,C05931,2025-04-28,Size Issue,1,3187.15
R000566,O005663,P0424,C08367,2026-02-23,Size Issue,1,2334.17
R000567,O005663,P0158,C08367,2026-02-27,Not as Expected,1,750.17
R000568,O005671,P0461,C09492,2025-04-05,Product Defect,2,5072.95
R000569,O005675,P0285,C04647,2026-08-16,Size Issue,1,4092.35
R000570,O005682,P0472,C07198,2025-09-20,Size Issue,1,6666.93
R000571,O005694,P0415,C02246,2025-10-28,Changed Mind,1,7273.96
R000572,O005748,P0271,C09516,2026-01-29,Not as Expected,1,1740.55
R000573,O005787,P0238,C06115,2026-02-07,Wrong Product,1,3013.27
R000574,O005790,P0181,C01951,2026-05-11,Not as Expected,1,13590.8
R000575,O005802,P0337,C04588,2026-05-16,Wrong Product,1,3596.02
R000576,O005802,P0038,C04588,2026-05-26,Changed Mind,1,1475.49
R000577,O005802,P0011,C04588,2026-05-27,Size Issue,1,22565.8
R000578,O005810,P0389,C01975,2026-11-17,Not as Expected,2,1897.54
R000579,O005810,P0439,C01975,2026-11-03,Changed Mind,1,10665.01
R000580,O005819,P0377,C08411,2026-11-02,Damaged During Delivery,1,3719.89
R000581,O005829,P0103,C06286,2026-08-11,Not as Expected,1,1620.06
R000582,O005838,P0047,C08145,2026-07-05,Changed Mind,1,1483.65
R000583,O005849,P0197,C04225,2025-02-18,Size Issue,1,6535.42
R000584,O005856,P0478,C09687,2026-06-08,Size Issue,1,3160.78
R000585,O005857,P0424,C05553,2026-08-28,Wrong Product,1,2304.35
R000586,O005858,P0170,C00194,2026-07-19,Late Delivery,1,8872.08
R000587,O005872,P0028,C01890,2025-12-23,Product Defect,1,14111.02
R000588,O005872,P0226,C01890,2025-12-25,Not as Expected,1,4738.24
R000589,O005882,P0352,C06185,2026-02-17,Product Defect,2,4142.16
R000590,O005898,P0485,C00096,2026-03-04,Product Defect,1,8077.14
R000591,O005900,P0060,C00673,2026-12-05,Not as Expected,1,14374.66
R000592,O005900,P0400,C00673,2026-12-03,Changed Mind,1,3618.23
R000593,O005971,P0159,C06698,2025-08-29,Size Issue,1,3337.27
R000594,O005971,P0267,C06698,2025-09-10,Product Defect,1,6791.03
R000595,O005976,P0286,C05040,2025-01-30,Wrong Product,1,1545.86
R000596,O005993,P0211,C06835,2025-12-15,Not as Expected,1,1481.91
R000597,O005993,P0150,C06835,2025-12-14,Size Issue,1,1810.07
R000598,O005996,P0188,C06195,2025-07-21,Size Issue,1,10462.37
R000599,O006001,P0184,C09992,2025-08-10,Changed Mind,2,17954.13
R000600,O006005,P0220,C05881,2026-08-18,Wrong Product,2,1933.03
R000601,O006010,P0200,C04586,2026-10-26,Damaged During Delivery,1,11543.28
R000602,O006019,P0045,C00798,2026-12-30,Changed Mind,1,1975.58
R000603,O006045,P0350,C07564,2026-12-24,Not as Expected,2,6332.22
R000604,O006061,P0381,C02203,2026-09-09,Changed Mind,1,3797.43
R000605,O006063,P0109,C06008,2026-03-26,Size Issue,1,13924.57
R000606,O006083,P0230,C08614,2025-01-23,Product Defect,1,4196.38
R000607,O006099,P0192,C05148,2025-08-29,Not as Expected,1,3559.84
R000608,O006099,P0429,C05148,2025-08-24,Late Delivery,1,2698.18
R000609,O006134,P0148,C09740,2026-05-29,Size Issue,1,1525.01
R000610,O006170,P0038,C02278,2026-10-27,Late Delivery,1,1448.2
R000611,O006179,P0415,C07190,2026-03-20,Late Delivery,1,6602.83
R000612,O006227,P0131,C01774,2026-10-01,Not as Expected,1,15206.06
R000613,O006234,P0345,C08800,2026-09-16,Not as Expected,2,8352.7
R000614,O006234,P0147,C08800,2026-09-10,Size Issue,1,5710.88
R000615,O006248,P0305,C09396,2025-01-27,Changed Mind,1,3553.21
R000616,O006248,P0010,C09396,2025-01-21,Not as Expected,2,32955.72
R000617,O006253,P0470,C04579,2026-12-16,Changed Mind,1,4817.16
R000618,O006253,P0258,C04579,2026-12-27,Damaged During Delivery,1,5736.18
R000619,O006254,P0358,C05272,2025-04-22,Not as Expected,1,1444.75
R000620,O006254,P0264,C05272,2025-04-18,Product Defect,1,2656.77
R000621,O006254,P0042,C05272,2025-04-25,Size Issue,1,11350.56
R000622,O006259,P0346,C09229,2025-10-20,Changed Mind,2,1007.67
R000623,O006259,P0238,C09229,2025-10-13,Product Defect,1,3181.16
R000624,O006261,P0362,C00289,2026-06-27,Not as Expected,1,2750.83
R000625,O006270,P0415,C09786,2025-01-31,Wrong Product,1,6790.08
R000626,O006270,P0005,C09786,2025-01-23,Not as Expected,1,27980.16
R000627,O006274,P0143,C00836,2025-12-23,Product Defect,1,7262.48
R000628,O006274,P0229,C00836,2026-01-06,Not as Expected,1,1978.65
R000629,O006274,P0228,C00836,2025-12-25,Product Defect,1,1237.87
R000630,O006286,P0365,C07571,2025-09-13,Not as Expected,1,911.5
R000631,O006309,P0181,C08485,2025-04-20,Not as Expected,2,27629.48
R000632,O006312,P0105,C05533,2025-03-31,Damaged During Delivery,1,9862.31
R000633,O006312,P0419,C05533,2025-04-02,Size Issue,1,9306.83
R000634,O006312,P0476,C05533,2025-03-30,Changed Mind,1,2104.75
R000635,O006319,P0021,C07825,2026-10-04,Not as Expected,1,15960.22
R000636,O006325,P0494,C06595,2026-06-26,Size Issue,1,4994.57
R000637,O006327,P0251,C05206,2026-03-30,Changed Mind,1,962.82
R000638,O006335,P0389,C06902,2025-02-17,Size Issue,2,1842.16
R000639,O006349,P0369,C08640,2026-07-21,Product Defect,1,3293.71
R000640,O006352,P0195,C09769,2026-06-07,Damaged During Delivery,1,14019.09
R000641,O006357,P0329,C07117,2025-09-21,Damaged During Delivery,2,3830.43
R000642,O006378,P0368,C09410,2025-10-02,Not as Expected,1,273.82
R000643,O006396,P0228,C03201,2026-11-06,Size Issue,1,1170.68
R000644,O006413,P0414,C04028,2026-06-14,Size Issue,1,3898.86
R000645,O006413,P0373,C04028,2026-06-12,Changed Mind,2,3496.47
R000646,O006415,P0134,C05238,2026-11-22,Not as Expected,2,33794.25
R000647,O006415,P0069,C05238,2026-11-15,Damaged During Delivery,2,20224.91
R000648,O006418,P0396,C07601,2026-02-28,Size Issue,1,1570.48
R000649,O006432,P0457,C07824,2025-11-28,Size Issue,1,4593.1
R000650,O006441,P0336,C00729,2025-04-10,Wrong Product,1,2501.52
R000651,O006451,P0082,C09741,2025-02-14,Wrong Product,1,12511.35
R000652,O006451,P0330,C09741,2025-02-20,Not as Expected,1,3900.6
R000653,O006476,P0097,C07990,2026-02-20,Size Issue,1,30416.34
R000654,O006478,P0289,C08887,2025-05-05,Product Defect,2,11098.23
R000655,O006484,P0160,C05158,2026-01-20,Not as Expected,1,7820.12
R000656,O006484,P0387,C05158,2026-01-24,Not as Expected,1,317.18
R000657,O006484,P0345,C05158,2026-01-22,Size Issue,2,8884.8
R000658,O006498,P0060,C00799,2026-04-25,Late Delivery,1,13637.47
R000659,O006498,P0359,C00799,2026-04-23,Size Issue,3,824.81
R000660,O006498,P0174,C00799,2026-05-04,Wrong Product,1,12005.55
R000661,O006520,P0175,C02451,2026-01-16,Not as Expected,1,12495.49
R000662,O006559,P0456,C02271,2026-03-15,Size Issue,1,942.84
R000663,O006570,P0429,C07177,2026-03-11,Changed Mind,1,2421.02
R000664,O006580,P0493,C07829,2026-01-27,Changed Mind,1,2759.87
R000665,O006584,P0194,C01440,2025-02-03,Size Issue,2,10109.53
R000666,O006584,P0430,C01440,2025-01-29,Changed Mind,1,5810.87
R000667,O006584,P0258,C01440,2025-02-05,Wrong Product,1,6029.22
R000668,O006593,P0191,C04752,2026-12-15,Product Defect,1,12340.05
R000669,O006594,P0217,C05355,2026-01-10,Late Delivery,1,4775.0
R000670,O006599,P0386,C00261,2025-10-04,Changed Mind,1,2005.82
R000671,O006599,P0185,C00261,2025-09-25,Not as Expected,1,8948.34
R000672,O006611,P0284,C00714,2026-07-14,Late Delivery,1,3956.79
R000673,O006649,P0202,C02227,2025-03-23,Changed Mind,1,6418.5
R000674,O006649,P0272,C02227,2025-03-16,Wrong Product,1,2505.26
R000675,O006654,P0148,C05885,2025-07-14,Wrong Product,1,1490.15
R000676,O006654,P0484,C05885,2025-07-17,Not as Expected,1,6594.97
R000677,O006655,P0453,C02838,2025-05-21,Changed Mind,1,3555.7
R000678,O006657,P0341,C06416,2025-12-29,Not as Expected,3,989.4
R000679,O006660,P0398,C00640,2026-09-04,Product Defect,2,2129.44
R000680,O006660,P0347,C00640,2026-08-30,Product Defect,1,1187.3
R000681,O006662,P0013,C06008,2025-09-30,Changed Mind,2,53902.01
R000682,O006707,P0447,C07828,2025-06-12,Product Defect,2,3988.87
R000683,O006707,P0320,C07828,2025-06-19,Not as Expected,1,3281.36
R000684,O006724,P0417,C04455,2026-03-24,Size Issue,1,7541.88
R000685,O006724,P0350,C04455,2026-03-22,Late Delivery,1,3186.61
R000686,O006787,P0105,C07011,2025-07-11,Changed Mind,1,9841.83
R000687,O006787,P0237,C07011,2025-07-14,Changed Mind,1,5471.05
R000688,O006800,P0346,C00274,2025-09-06,Changed Mind,1,500.38
R000689,O006804,P0017,C02293,2026-02-03,Not as Expected,1,1267.05
R000690,O006818,P0269,C03183,2026-07-28,Product Defect,1,1394.46
R000691,O006822,P0415,C07590,2026-05-20,Size Issue,1,6850.3
R000692,O006832,P0108,C06197,2026-12-25,Wrong Product,1,12403.77
