inventory_id,product_id,date,opening_stock,units_received,units_sold,closing_stock,reorder_level
INV0000516,P0016,2026-02-01,256,91,38,309,50
INV0000517,P0017,2026-02-01,591,224,173,642,77
INV0000518,P0018,2026-02-01,73,187,124,136,55
INV0000519,P0019,2026-02-01,425,298,96,627,50
INV0000520,P0020,2026-02-01,113,158,39,232,50
INV0000521,P0021,2026-02-01,226,396,87,535,50
INV0000522,P0022,2026-02-01,85,173,82,176,50
INV0000523,P0023,2026-02-01,505,178,75,608,50
INV0000524,P0024,2026-02-01,365,360,135,590,60
INV0000525,P0025,2026-02-01,601,359,77,883,50
INV0000526,P0026,2026-02-01,257,134,153,238,68
INV0000527,P0027,2026-02-01,74,226,59,241,50
INV0000528,P0028,2026-02-01,531,123,25,629,50
INV0000529,P0029,2026-02-01,428,83,168,343,75
INV0000530,P0030,2026-02-01,183,324,37,470,50
INV0000531,P0031,2026-02-01,362,331,47,646,50
INV0000532,P0032,2026-02-01,219,57,169,107,76
INV0000533,P0033,2026-02-01,101,247,16,332,50
INV0000534,P0034,2026-02-01,630,224,89,765,50
INV0000535,P0035,2026-02-01,150,206,91,265,50
INV0000536,P0036,2026-02-01,271,37,8,300,50
INV0000537,P0037,2026-02-01,181,243,167,257,75
INV0000538,P0038,2026-02-01,93,292,84,301,50
INV0000539,P0039,2026-02-01,208,318,122,404,54
INV0000540,P0040,2026-02-01,663,392,125,930,56
INV0000541,P0041,2026-02-01,475,70,143,402,64
INV0000542,P0042,2026-02-01,95,84,67,112,50
INV0000543,P0043,2026-02-01,132,218,172,178,77
INV0000544,P0044,2026-02-01,94,67,112,49,50
INV0000545,P0045,2026-02-01,614,24,122,516,54
INV0000546,P0046,2026-02-01,166,305,123,348,55
INV0000547,P0047,2026-02-01,363,133,147,349,66
INV0000548,P0048,2026-02-01,356,343,17,682,50
INV0000549,P0049,2026-02-01,320,42,167,195,75
INV0000550,P0050,2026-02-01,442,216,82,576,50
INV0000551,P0051,2026-02-01,472,49,138,383,62
INV0000552,P0052,2026-02-01,412,57,172,297,77
INV0000553,P0053,2026-02-01,477,97,165,409,74
INV0000554,P0054,2026-02-01,513,207,129,591,58
INV0000555,P0055,2026-02-01,54,176,134,96,60
INV0000556,P0056,2026-02-01,155,64,36,183,50
INV0000557,P0057,2026-02-01,442,214,154,502,69
INV0000558,P0058,2026-02-01,449,8,42,415,50
INV0000559,P0059,2026-02-01,63,248,153,158,68
INV0000560,P0060,2026-02-01,299,100,90,309,50
INV0000561,P0061,2026-02-01,531,375,173,733,77
INV0000562,P0062,2026-02-01,493,164,112,545,50
INV0000563,P0063,2026-02-01,503,351,80,774,50
INV0000564,P0064,2026-02-01,257,301,173,385,77
INV0000565,P0065,2026-02-01,67,243,43,267,50
INV0000566,P0066,2026-02-01,399,151,99,451,50
INV0000567,P0067,2026-02-01,566,8,53,521,50
INV0000568,P0068,2026-02-01,96,54,12,138,50
INV0000569,P0069,2026-02-01,204,113,172,145,77
INV0000570,P0070,2026-02-01,440,250,31,659,50
INV0000571,P0071,2026-02-01,558,184,79,663,50
INV0000572,P0072,2026-02-01,659,114,23,750,50
INV0000573,P0073,2026-02-01,199,247,144,302,64
INV0000574,P0074,2026-02-01,548,12,103,457,50
INV0000575,P0075,2026-02-01,302,114,122,294,54
INV0000576,P0076,2026-02-01,625,376,45,956,50
INV0000577,P0077,2026-02-01,52,83,100,35,50
INV0000578,P0078,2026-02-01,262,302,112,452,50
INV0000579,P0079,2026-02-01,257,232,63,426,50
INV0000580,P0080,2026-02-01,568,245,138,675,62
INV0000581,P0081,2026-02-01,297,128,79,346,50
INV0000582,P0082,2026-02-01,602,393,17,978,50
INV0000583,P0083,2026-02-01,274,329,98,505,50
INV0000584,P0084,2026-02-01,683,261,135,809,60
INV0000585,P0085,2026-02-01,565,19,133,451,59
INV0000586,P0086,2026-02-01,262,146,171,237,76
INV0000587,P0087,2026-02-01,697,363,140,920,63
INV0000588,P0088,2026-02-01,374,23,146,251,65
INV0000589,P0089,2026-02-01,601,239,26,814,50
INV0000590,P0090,2026-02-01,435,349,165,619,74
INV0000591,P0091,2026-02-01,413,177,120,470,54
INV0000592,P0092,2026-02-01,456,13,160,309,72
INV0000593,P0093,2026-02-01,68,251,143,176,64
INV0000594,P0094,2026-02-01,432,308,98,642,50
INV0000595,P0095,2026-02-01,454,356,39,771,50
INV0000596,P0096,2026-02-01,99,110,117,92,52
INV0000597,P0097,2026-02-01,690,56,35,711,50
INV0000598,P0098,2026-02-01,185,7,7,185,50
INV0000599,P0099,2026-02-01,627,162,122,667,54
INV0000600,P0100,2026-02-01,124,291,174,241,78
INV0000601,P0101,2026-02-01,248,352,59,541,50
INV0000602,P0102,2026-02-01,247,384,146,485,65
INV0000603,P0103,2026-02-01,409,65,111,363,50
INV0000604,P0104,2026-02-01,600,241,95,746,50
INV0000605,P0105,2026-02-01,471,161,62,570,50
INV0000606,P0106,2026-02-01,214,193,29,378,50
INV0000607,P0107,2026-02-01,495,164,139,520,62
INV0000608,P0108,2026-02-01,577,246,139,684,62
INV0000609,P0109,2026-02-01,444,98,171,371,76
INV0000610,P0110,2026-02-01,71,390,149,312,67
INV0000611,P0111,2026-02-01,678,352,132,898,59
INV0000612,P0112,2026-02-01,150,85,158,77,71
INV0000613,P0113,2026-02-01,197,246,9,434,50
INV0000614,P0114,2026-02-01,501,367,141,727,63
INV0000615,P0115,2026-02-01,304,209,18,495,50
INV0000616,P0116,2026-02-01,241,94,13,322,50
INV0000617,P0117,2026-02-01,174,142,139,177,62
INV0000618,P0118,2026-02-01,343,118,138,323,62
INV0000619,P0119,2026-02-01,450,162,52,560,50
INV0000620,P0120,2026-02-01,383,357,15,725,50
INV0000621,P0121,2026-02-01,275,336,105,506,50
INV0000622,P0122,2026-02-01,562,168,24,706,50
INV0000623,P0123,2026-02-01,128,328,174,282,78
INV0000624,P0124,2026-02-01,609,355,110,854,50
INV0000625,P0125,2026-02-01,516,364,161,719,72
INV0000626,P0126,2026-02-01,622,0,17,605,50
INV0000627,P0127,2026-02-01,143,130,178,95,80
INV0000628,P0128,2026-02-01,357,103,143,317,64
INV0000629,P0129,2026-02-01,256,87,174,169,78
INV0000630,P0130,2026-02-01,542,6,17,531,50
INV0000631,P0131,2026-02-01,185,232,65,352,50
INV0000632,P0132,2026-02-01,610,211,137,684,61
INV0000633,P0133,2026-02-01,630,241,86,785,50
INV0000634,P0134,2026-02-01,394,191,147,438,66
INV0000635,P0135,2026-02-01,459,381,51,789,50
INV0000636,P0136,2026-02-01,662,4,14,652,50
INV0000637,P0137,2026-02-01,424,58,57,425,50
INV0000638,P0138,2026-02-01,120,376,160,336,72
INV0000639,P0139,2026-02-01,113,325,20,418,50
INV0000640,P0140,2026-02-01,698,278,160,816,72
INV0000641,P0141,2026-02-01,611,346,108,849,50
INV0000642,P0142,2026-02-01,135,217,88,264,50
INV0000643,P0143,2026-02-01,76,293,75,294,50
INV0000644,P0144,2026-02-01,124,276,115,285,51
INV0000645,P0145,2026-02-01,138,120,176,82,79
INV0000646,P0146,2026-02-01,300,366,42,624,50
INV0000647,P0147,2026-02-01,337,268,6,599,50
INV0000648,P0148,2026-02-01,332,310,41,601,50
INV0000649,P0149,2026-02-01,561,292,52,801,50
INV0000650,P0150,2026-02-01,659,149,178,630,80
INV0000651,P0151,2026-02-01,681,268,46,903,50
INV0000652,P0152,2026-02-01,444,251,173,522,77
INV0000653,P0153,2026-02-01,192,204,69,327,50
INV0000654,P0154,2026-02-01,331,94,130,295,58
INV0000655,P0155,2026-02-01,383,314,23,674,50
INV0000656,P0156,2026-02-01,85,105,82,108,50
INV0000657,P0157,2026-02-01,625,325,153,797,68
INV0000658,P0158,2026-02-01,676,4,118,562,53
INV0000659,P0159,2026-02-01,97,73,28,142,50
INV0000660,P0160,2026-02-01,331,44,31,344,50
INV0000661,P0161,2026-02-01,360,145,27,478,50
INV0000662,P0162,2026-02-01,414,313,55,672,50
INV0000663,P0163,2026-02-01,407,322,175,554,78
INV0000664,P0164,2026-02-01,239,116,28,327,50
INV0000665,P0165,2026-02-01,304,379,122,561,54
INV0000666,P0166,2026-02-01,699,123,115,707,51
INV0000667,P0167,2026-02-01,645,393,155,883,69
INV0000668,P0168,2026-02-01,409,205,122,492,54
INV0000669,P0169,2026-02-01,577,318,164,731,73
INV0000670,P0170,2026-02-01,107,386,170,323,76
INV0000671,P0171,2026-02-01,431,104,177,358,79
INV0000672,P0172,2026-02-01,85,303,40,348,50
INV0000673,P0173,2026-02-01,283,31,8,306,50
INV0000674,P0174,2026-02-01,521,0,17,504,50
INV0000675,P0175,2026-02-01,378,115,165,328,74
INV0000676,P0176,2026-02-01,521,164,37,648,50
INV0000677,P0177,2026-02-01,692,307,112,887,50
INV0000678,P0178,2026-02-01,683,373,34,1022,50
INV0000679,P0179,2026-02-01,315,141,8,448,50
INV0000680,P0180,2026-02-01,406,5,72,339,50
INV0000681,P0181,2026-02-01,116,273,155,234,69
INV0000682,P0182,2026-02-01,465,304,136,633,61
INV0000683,P0183,2026-02-01,581,320,144,757,64
INV0000684,P0184,2026-02-01,507,274,68,713,50
INV0000685,P0185,2026-02-01,569,121,92,598,50
INV0000686,P0186,2026-02-01,656,0,148,508,66
INV0000687,P0187,2026-02-01,444,306,11,739,50
INV0000688,P0188,2026-02-01,244,203,116,331,52
INV0000689,P0189,2026-02-01,554,114,75,593,50
INV0000690,P0190,2026-02-01,506,160,5,661,50
INV0000691,P0191,2026-02-01,340,12,133,219,59
INV0000692,P0192,2026-02-01,498,267,169,596,76
INV0000693,P0193,2026-02-01,354,81,173,262,77
INV0000694,P0194,2026-02-01,249,306,120,435,54
INV0000695,P0195,2026-02-01,494,278,149,623,67
INV0000696,P0196,2026-02-01,103,321,69,355,50
INV0000697,P0197,2026-02-01,208,325,135,398,60
INV0000698,P0198,2026-02-01,153,211,36,328,50
INV0000699,P0199,2026-02-01,616,152,107,661,50
INV0000700,P0200,2026-02-01,532,174,64,642,50
INV0000701,P0201,2026-02-01,643,385,113,915,50
INV0000702,P0202,2026-02-01,77,44,58,63,50
INV0000703,P0203,2026-02-01,482,17,172,327,77
INV0000704,P0204,2026-02-01,603,194,157,640,70
INV0000705,P0205,2026-02-01,67,92,82,77,50
INV0000706,P0206,2026-02-01,493,244,90,647,50
INV0000707,P0207,2026-02-01,618,102,74,646,50
INV0000708,P0208,2026-02-01,434,116,79,471,50
INV0000709,P0209,2026-02-01,170,242,106,306,50
INV0000710,P0210,2026-02-01,169,10,116,63,52
INV0000711,P0211,2026-02-01,240,13,85,168,50
INV0000712,P0212,2026-02-01,535,285,128,692,57
INV0000713,P0213,2026-02-01,367,322,8,681,50
INV0000714,P0214,2026-02-01,509,12,176,345,79
INV0000715,P0215,2026-02-01,81,88,14,155,50
INV0000716,P0216,2026-02-01,237,321,119,439,53
INV0000717,P0217,2026-02-01,194,330,122,402,54
INV0000718,P0218,2026-02-01,194,357,116,435,52
INV0000719,P0219,2026-02-01,549,249,167,631,75
INV0000720,P0220,2026-02-01,276,245,158,363,71
INV0000721,P0221,2026-02-01,150,114,49,215,50
INV0000722,P0222,2026-02-01,157,12,173,0,77
INV0000723,P0223,2026-02-01,454,173,34,593,50
INV0000724,P0224,2026-02-01,463,372,101,734,50
INV0000725,P0225,2026-02-01,300,372,40,632,50
INV0000726,P0226,2026-02-01,299,262,166,395,74
INV0000727,P0227,2026-02-01,380,367,19,728,50
INV0000728,P0228,2026-02-01,571,51,111,511,50
INV0000729,P0229,2026-02-01,220,80,125,175,56
INV0000730,P0230,2026-02-01,592,302,40,854,50
INV0000731,P0231,2026-02-01,643,0,48,595,50
INV0000732,P0232,2026-02-01,140,82,6,216,50
INV0000733,P0233,2026-02-01,604,76,34,646,50
INV0000734,P0234,2026-02-01,215,175,156,234,70
INV0000735,P0235,2026-02-01,80,167,93,154,50
INV0000736,P0236,2026-02-01,214,314,38,490,50
INV0000737,P0237,2026-02-01,378,162,7,533,50
INV0000738,P0238,2026-02-01,193,100,70,223,50
INV0000739,P0239,2026-02-01,295,322,83,534,50
INV0000740,P0240,2026-02-01,254,378,43,589,50
INV0000741,P0241,2026-02-01,574,117,42,649,50
INV0000742,P0242,2026-02-01,667,0,151,516,67
INV0000743,P0243,2026-02-01,435,125,28,532,50
INV0000744,P0244,2026-02-01,628,101,95,634,50
INV0000745,P0245,2026-02-01,566,235,137,664,61
INV0000746,P0246,2026-02-01,211,186,5,392,50
INV0000747,P0247,2026-02-01,417,33,111,339,50
INV0000748,P0248,2026-02-01,298,52,77,273,50
INV0000749,P0249,2026-02-01,475,360,83,752,50
INV0000750,P0250,2026-02-01,232,174,94,312,50
INV0000751,P0251,2026-02-01,426,149,22,553,50
INV0000752,P0252,2026-02-01,167,144,106,205,50
INV0000753,P0253,2026-02-01,62,382,176,268,79
INV0000754,P0254,2026-02-01,378,322,178,522,80
INV0000755,P0255,2026-02-01,154,364,48,470,50
INV0000756,P0256,2026-02-01,298,57,133,222,59
INV0000757,P0257,2026-02-01,638,248,112,774,50
INV0000758,P0258,2026-02-01,368,18,148,238,66
INV0000759,P0259,2026-02-01,695,316,18,993,50
INV0000760,P0260,2026-02-01,675,353,98,930,50
INV0000761,P0261,2026-02-01,420,193,61,552,50
INV0000762,P0262,2026-02-01,461,68,168,361,75
INV0000763,P0263,2026-02-01,302,151,27,426,50
INV0000764,P0264,2026-02-01,250,264,31,483,50
INV0000765,P0265,2026-02-01,601,308,115,794,51
INV0000766,P0266,2026-02-01,371,272,55,588,50
INV0000767,P0267,2026-02-01,482,79,131,430,58
INV0000768,P0268,2026-02-01,108,17,179,0,80
INV0000769,P0269,2026-02-01,413,225,162,476,72
INV0000770,P0270,2026-02-01,437,317,134,620,60
INV0000771,P0271,2026-02-01,678,192,19,851,50
INV0000772,P0272,2026-02-01,331,378,107,602,50
INV0000773,P0273,2026-02-01,606,38,162,482,72
INV0000774,P0274,2026-02-01,268,360,140,488,63
INV0000775,P0275,2026-02-01,87,191,51,227,50
INV0000776,P0276,2026-02-01,475,211,63,623,50
INV0000777,P0277,2026-02-01,58,39,28,69,50
INV0000778,P0278,2026-02-01,397,299,161,535,72
INV0000779,P0279,2026-02-01,534,394,34,894,50
INV0000780,P0280,2026-02-01,612,164,103,673,50
INV0000781,P0281,2026-02-01,581,255,108,728,50
INV0000782,P0282,2026-02-01,62,24,23,63,50
INV0000783,P0283,2026-02-01,120,284,84,320,50
INV0000784,P0284,2026-02-01,527,203,171,559,76
INV0000785,P0285,2026-02-01,278,396,24,650,50
INV0000786,P0286,2026-02-01,252,86,24,314,50
INV0000787,P0287,2026-02-01,565,107,123,549,55
INV0000788,P0288,2026-02-01,340,40,113,267,50
INV0000789,P0289,2026-02-01,193,137,63,267,50
INV0000790,P0290,2026-02-01,198,389,97,490,50
INV0000791,P0291,2026-02-01,490,357,103,744,50
INV0000792,P0292,2026-02-01,176,346,150,372,67
INV0000793,P0293,2026-02-01,102,158,76,184,50
INV0000794,P0294,2026-02-01,300,165,50,415,50
INV0000795,P0295,2026-02-01,647,365,138,874,62
INV0000796,P0296,2026-02-01,512,341,152,701,68
INV0000797,P0297,2026-02-01,694,379,34,1039,50
INV0000798,P0298,2026-02-01,65,243,136,172,61
INV0000799,P0299,2026-02-01,100,276,135,241,60
INV0000800,P0300,2026-02-01,683,292,151,824,67
INV0000801,P0301,2026-02-01,283,213,44,452,50
INV0000802,P0302,2026-02-01,210,348,158,400,71
INV0000803,P0303,2026-02-01,102,96,161,37,72
INV0000804,P0304,2026-02-01,687,215,94,808,50
INV0000805,P0305,2026-02-01,200,359,69,490,50
INV0000806,P0306,2026-02-01,259,303,112,450,50
INV0000807,P0307,2026-02-01,454,209,142,521,63
INV0000808,P0308,2026-02-01,511,210,37,684,50
INV0000809,P0309,2026-02-01,58,66,141,0,63
INV0000810,P0310,2026-02-01,551,263,68,746,50
INV0000811,P0311,2026-02-01,646,40,168,518,75
INV0000812,P0312,2026-02-01,333,398,21,710,50
INV0000813,P0313,2026-02-01,249,190,22,417,50
INV0000814,P0314,2026-02-01,215,167,139,243,62
INV0000815,P0315,2026-02-01,235,207,8,434,50
INV0000816,P0316,2026-02-01,81,74,155,0,69
INV0000817,P0317,2026-02-01,402,163,69,496,50
INV0000818,P0318,2026-02-01,557,21,67,511,50
INV0000819,P0319,2026-02-01,340,238,23,555,50
INV0000820,P0320,2026-02-01,469,366,89,746,50
INV0000821,P0321,2026-02-01,654,40,26,668,50
INV0000822,P0322,2026-02-01,174,351,17,508,50
INV0000823,P0323,2026-02-01,111,21,90,42,50
INV0000824,P0324,2026-02-01,313,136,74,375,50
INV0000825,P0325,2026-02-01,512,205,124,593,55
INV0000826,P0326,2026-02-01,451,301,145,607,65
INV0000827,P0327,2026-02-01,77,147,149,75,67
INV0000828,P0328,2026-02-01,445,191,106,530,50
INV0000829,P0329,2026-02-01,273,67,42,298,50
INV0000830,P0330,2026-02-01,640,96,122,614,54
INV0000831,P0331,2026-02-01,611,195,169,637,76
INV0000832,P0332,2026-02-01,182,364,178,368,80
INV0000833,P0333,2026-02-01,682,43,154,571,69
INV0000834,P0334,2026-02-01,376,97,118,355,53
INV0000835,P0335,2026-02-01,579,178,58,699,50
INV0000836,P0336,2026-02-01,198,396,9,585,50
INV0000837,P0337,2026-02-01,99,310,19,390,50
INV0000838,P0338,2026-02-01,109,87,136,60,61
INV0000839,P0339,2026-02-01,102,361,55,408,50
INV0000840,P0340,2026-02-01,580,274,101,753,50
INV0000841,P0341,2026-02-01,537,215,71,681,50
INV0000842,P0342,2026-02-01,498,146,27,617,50
INV0000843,P0343,2026-02-01,299,365,107,557,50
INV0000844,P0344,2026-02-01,464,354,45,773,50
INV0000845,P0345,2026-02-01,578,175,137,616,61
INV0000846,P0346,2026-02-01,673,202,122,753,54
INV0000847,P0347,2026-02-01,275,192,168,299,75
INV0000848,P0348,2026-02-01,86,100,138,48,62
INV0000849,P0349,2026-02-01,87,19,88,18,50
INV0000850,P0350,2026-02-01,318,259,51,526,50
INV0000851,P0351,2026-02-01,665,287,31,921,50
INV0000852,P0352,2026-02-01,179,241,79,341,50
INV0000853,P0353,2026-02-01,232,249,8,473,50
INV0000854,P0354,2026-02-01,390,170,72,488,50
INV0000855,P0355,2026-02-01,616,148,178,586,80
INV0000856,P0356,2026-02-01,118,81,107,92,50
INV0000857,P0357,2026-02-01,136,346,146,336,65
INV0000858,P0358,2026-02-01,184,397,75,506,50
INV0000859,P0359,2026-02-01,494,107,8,593,50
INV0000860,P0360,2026-02-01,335,304,76,563,50
INV0000861,P0361,2026-02-01,418,327,129,616,58
INV0000862,P0362,2026-02-01,317,365,25,657,50
INV0000863,P0363,2026-02-01,72,1,140,0,63
INV0000864,P0364,2026-02-01,125,10,143,0,64
INV0000865,P0365,2026-02-01,614,21,74,561,50
INV0000866,P0366,2026-02-01,469,364,19,814,50
INV0000867,P0367,2026-02-01,608,15,77,546,50
INV0000868,P0368,2026-02-01,318,138,45,411,50
INV0000869,P0369,2026-02-01,452,360,117,695,52
INV0000870,P0370,2026-02-01,266,95,49,312,50
INV0000871,P0371,2026-02-01,400,32,15,417,50
INV0000872,P0372,2026-02-01,260,392,81,571,50
INV0000873,P0373,2026-02-01,545,207,176,576,79
INV0000874,P0374,2026-02-01,564,182,31,715,50
INV0000875,P0375,2026-02-01,573,382,96,859,50
INV0000876,P0376,2026-02-01,570,321,50,841,50
INV0000877,P0377,2026-02-01,549,180,141,588,63
INV0000878,P0378,2026-02-01,458,56,71,443,50
INV0000879,P0379,2026-02-01,206,116,141,181,63
INV0000880,P0380,2026-02-01,579,164,31,712,50
INV0000881,P0381,2026-02-01,372,336,128,580,57
INV0000882,P0382,2026-02-01,187,228,161,254,72
INV0000883,P0383,2026-02-01,681,244,84,841,50
INV0000884,P0384,2026-02-01,276,290,134,432,60
INV0000885,P0385,2026-02-01,386,183,137,432,61
INV0000886,P0386,2026-02-01,534,253,77,710,50
INV0000887,P0387,2026-02-01,153,293,136,310,61
INV0000888,P0388,2026-02-01,166,388,165,389,74
INV0000889,P0389,2026-02-01,375,255,26,604,50
INV0000890,P0390,2026-02-01,125,395,43,477,50
INV0000891,P0391,2026-02-01,111,319,120,310,54
INV0000892,P0392,2026-02-01,625,308,85,848,50
INV0000893,P0393,2026-02-01,339,61,131,269,58
INV0000894,P0394,2026-02-01,132,204,41,295,50
INV0000895,P0395,2026-02-01,251,312,159,404,71
INV0000896,P0396,2026-02-01,331,399,170,560,76
INV0000897,P0397,2026-02-01,632,264,19,877,50
INV0000898,P0398,2026-02-01,268,196,17,447,50
INV0000899,P0399,2026-02-01,555,103,25,633,50
INV0000900,P0400,2026-02-01,145,43,49,139,50
INV0000901,P0401,2026-02-01,439,134,27,546,50
INV0000902,P0402,2026-02-01,378,37,75,340,50
INV0000903,P0403,2026-02-01,126,33,144,15,64
INV0000904,P0404,2026-02-01,375,233,145,463,65
INV0000905,P0405,2026-02-01,487,256,173,570,77
INV0000906,P0406,2026-02-01,321,26,115,232,51
INV0000907,P0407,2026-02-01,152,299,145,306,65
INV0000908,P0408,2026-02-01,128,186,100,214,50
INV0000909,P0409,2026-02-01,318,225,82,461,50
INV0000910,P0410,2026-02-01,489,395,76,808,50
INV0000911,P0411,2026-02-01,662,97,9,750,50
INV0000912,P0412,2026-02-01,634,95,131,598,58
INV0000913,P0413,2026-02-01,97,188,97,188,50
INV0000914,P0414,2026-02-01,648,55,110,593,50
INV0000915,P0415,2026-02-01,662,31,7,686,50
INV0000916,P0416,2026-02-01,80,265,101,244,50
INV0000917,P0417,2026-02-01,327,52,16,363,50
INV0000918,P0418,2026-02-01,155,240,144,251,64
INV0000919,P0419,2026-02-01,362,34,179,217,80
INV0000920,P0420,2026-02-01,448,286,162,572,72
INV0000921,P0421,2026-02-01,164,77,66,175,50
INV0000922,P0422,2026-02-01,218,336,79,475,50
INV0000923,P0423,2026-02-01,305,24,120,209,54
INV0000924,P0424,2026-02-01,142,250,137,255,61
INV0000925,P0425,2026-02-01,539,342,116,765,52
INV0000926,P0426,2026-02-01,663,155,124,694,55
INV0000927,P0427,2026-02-01,457,104,98,463,50
INV0000928,P0428,2026-02-01,531,398,42,887,50
INV0000929,P0429,2026-02-01,159,96,141,114,63
INV0000930,P0430,2026-02-01,395,282,116,561,52
INV0000931,P0431,2026-02-01,595,332,179,748,80
INV0000932,P0432,2026-02-01,78,72,26,124,50
INV0000933,P0433,2026-02-01,81,254,35,300,50
INV0000934,P0434,2026-02-01,300,251,88,463,50
INV0000935,P0435,2026-02-01,316,21,134,203,60
INV0000936,P0436,2026-02-01,419,357,90,686,50
INV0000937,P0437,2026-02-01,307,389,117,579,52
INV0000938,P0438,2026-02-01,482,177,112,547,50
INV0000939,P0439,2026-02-01,602,31,103,530,50
INV0000940,P0440,2026-02-01,354,150,53,451,50
INV0000941,P0441,2026-02-01,359,325,169,515,76
INV0000942,P0442,2026-02-01,288,266,88,466,50
INV0000943,P0443,2026-02-01,189,133,140,182,63
INV0000944,P0444,2026-02-01,464,138,35,567,50
INV0000945,P0445,2026-02-01,185,312,147,350,66
INV0000946,P0446,2026-02-01,168,191,113,246,50
INV0000947,P0447,2026-02-01,306,270,55,521,50
INV0000948,P0448,2026-02-01,149,124,81,192,50
INV0000949,P0449,2026-02-01,228,253,166,315,74
INV0000950,P0450,2026-02-01,666,206,18,854,50
INV0000951,P0451,2026-02-01,614,349,30,933,50
INV0000952,P0452,2026-02-01,200,91,151,140,67
INV0000953,P0453,2026-02-01,592,120,63,649,50
INV0000954,P0454,2026-02-01,384,223,6,601,50
INV0000955,P0455,2026-02-01,545,245,23,767,50
INV0000956,P0456,2026-02-01,618,60,89,589,50
INV0000957,P0457,2026-02-01,246,198,158,286,71
INV0000958,P0458,2026-02-01,366,195,13,548,50
INV0000959,P0459,2026-02-01,679,390,6,1063,50
INV0000960,P0460,2026-02-01,69,217,47,239,50
INV0000961,P0461,2026-02-01,79,80,91,68,50
INV0000962,P0462,2026-02-01,147,153,41,259,50
INV0000963,P0463,2026-02-01,251,221,62,410,50
INV0000964,P0464,2026-02-01,399,355,55,699,50
INV0000965,P0465,2026-02-01,300,353,160,493,72
INV0000966,P0466,2026-02-01,323,101,74,350,50
INV0000967,P0467,2026-02-01,668,67,174,561,78
INV0000968,P0468,2026-02-01,229,189,153,265,68
INV0000969,P0469,2026-02-01,139,311,159,291,71
INV0000970,P0470,2026-02-01,89,49,86,52,50
INV0000971,P0471,2026-02-01,496,123,137,482,61
INV0000972,P0472,2026-02-01,105,113,10,208,50
INV0000973,P0473,2026-02-01,405,199,90,514,50
INV0000974,P0474,2026-02-01,597,250,96,751,50
INV0000975,P0475,2026-02-01,509,116,24,601,50
INV0000976,P0476,2026-02-01,622,318,25,915,50
INV0000977,P0477,2026-02-01,236,218,39,415,50
