order_id,customer_id,order_date,channel,payment_method,order_status,shipping_state,shipping_city,subtotal,discount_amount,shipping_fee,tax_amount,total_amount
O000215,C04163,2025-11-01,Website,Debit Card,Delivered,Uttar Pradesh,Lucknow,42225.87,911.84,203.62,5252.02,46769.67
O000216,C04175,2025-11-05,Marketplace,COD,Delivered,Uttar Pradesh,Kanpur,20436.37,190.11,37.61,1455.54,21739.41
O000217,C05128,2025-09-19,Website,Wallet,Delivered,Maharashtra,Nagpur,8652.8,222.45,160.63,934.06,9525.04
O000218,C01223,2025-11-28,Mobile App,Debit Card,Delivered,Kerala,Kozhikode,3082.45,88.08,233.59,183.31,3411.27
O000219,C07247,2026-11-28,Mobile App,Net Banking,Delivered,Uttar Pradesh,Lucknow,498.51,19.87,201.1,58.53,738.27
O000220,C03836,2026-08-29,Mobile App,UPI,Delivered,Tamil Nadu,Madurai,21042.3,997.76,149.88,1501.15,21695.57
O000221,C03639,2025-04-18,Website,COD,Delivered,Uttar Pradesh,Kanpur,4336.3,4.98,110.15,551.88,4993.35
O000222,C00529,2025-11-28,Website,COD,Delivered,Uttar Pradesh,Kanpur,20980.23,722.69,8.71,3258.92,23525.17
O000223,C01928,2026-05-22,Website,UPI,Delivered,Rajasthan,Udaipur,4347.75,88.25,25.86,304.51,4589.87
O000224,C01351,2025-05-07,Website,UPI,Delivered,Uttar Pradesh,Lucknow,6983.77,251.79,2.31,819.52,7553.81
O000225,C08711,2025-02-10,Website,COD,Delivered,Rajasthan,Jodhpur,10423.279999999999,147.68,237.22,1572.35,12085.17
O000226,C05595,2026-12-06,Mobile App,UPI,Returned,Gujarat,Ahmedabad,9897.61,102.33,11.29,1379.29,11185.86
O000227,C02661,2026-08-13,Marketplace,Credit Card,Delivered,Uttar Pradesh,Kanpur,16512.73,596.97,27.24,1164.75,17107.75
O000228,C04887,2026-10-24,Website,Debit Card,Delivered,Telangana,Nizamabad,458.73,12.39,106.78,72.41,625.53
O000229,C08435,2026-08-10,Mobile App,COD,Returned,Uttar Pradesh,Lucknow,15094.75,136.54,33.57,1278.67,16270.45
O000230,C03603,2026-05-20,Mobile App,Net Banking,Delivered,Delhi,Delhi,8816.9,60.34,153.1,737.38,9647.04
O000231,C07405,2026-07-28,Website,COD,Cancelled,Gujarat,Surat,13823.28,114.87,57.44,712.03,14477.88
O000232,C06116,2026-01-21,Website,UPI,Delivered,Uttar Pradesh,Noida,10538.86,183.93,122.8,846.59,11324.32
O000233,C07556,2025-07-21,Mobile App,COD,Returned,Kerala,Kozhikode,308.9,7.78,139.26,47.47,487.85
O000234,C06094,2025-03-16,Marketplace,UPI,Delivered,Gujarat,Surat,15864.75,507.91,38.78,1310.22,16705.84
O000235,C09860,2026-03-18,Marketplace,Wallet,Delivered,Delhi,New Delhi,4175.46,121.01,29.68,572.61,4656.74
O000236,C07023,2025-06-21,Mobile App,Credit Card,Delivered,Karnataka,Mangaluru,9071.42,165.91,224.9,867.94,9998.35
O000237,C03314,2026-09-12,Website,Credit Card,Delivered,Gujarat,Surat,2581.47,64.41,246.56,328.09,3091.71
O000238,C03731,2026-01-29,Mobile App,Credit Card,Delivered,Kerala,Kozhikode,5170.2,126.56,155.34,902.91,6101.89
O000239,C08026,2026-12-29,Mobile App,Debit Card,Cancelled,Delhi,Delhi,5810.72,236.69,175.02,619.85,6368.9
O000240,C07041,2025-10-24,Marketplace,Net Banking,Delivered,West Bengal,Howrah,16971.36,93.54,157.03,2077.02,19111.87
O000241,C02321,2025-11-13,Marketplace,COD,Returned,Telangana,Nizamabad,3487.24,158.14,225.8,516.84,4071.74
O000242,C08040,2025-07-31,Mobile App,Credit Card,Delivered,Uttar Pradesh,Kanpur,10049.72,484.68,75.55,1307.55,10948.14
O000243,C04987,2025-08-14,Website,Wallet,Returned,West Bengal,Howrah,2951.87,2.52,136.66,420.99,3507.0
O000244,C09472,2025-12-18,Mobile App,Wallet,Delivered,Telangana,Hyderabad,8416.970000000001,149.17,228.08,1260.05,9755.93
O000245,C07381,2025-02-21,Marketplace,Wallet,Delivered,Tamil Nadu,Madurai,9399.29,442.02,180.31,783.54,9921.12
O000246,C01070,2026-09-21,Marketplace,COD,Delivered,Tamil Nadu,Chennai,10354.3,141.44,39.61,737.41,10989.88
O000247,C00878,2025-03-19,Website,UPI,Delivered,Karnataka,Mangaluru,10444.78,364.35,216.47,1105.15,11402.05
O000248,C07303,2026-11-06,Mobile App,Net Banking,Returned,Uttar Pradesh,Noida,1708.69,82.18,58.63,213.61,1898.75
O000249,C05512,2025-11-01,Mobile App,COD,Delivered,Gujarat,Vadodara,7422.32,91.46,164.05,934.14,8429.05
O000250,C01198,2025-12-08,Website,Credit Card,Delivered,West Bengal,Kolkata,16406.960000000003,137.47,206.57,2491.56,18967.62
O000251,C02064,2026-12-10,Website,Credit Card,Delivered,Telangana,Hyderabad,11203.79,178.22,48.47,722.14,11796.18
O000252,C04075,2026-07-07,Website,Debit Card,Delivered,Telangana,Hyderabad,69207.98,668.55,0.41,12169.86,80709.7
O000253,C09885,2025-08-08,Marketplace,COD,Delivered,Maharashtra,Mumbai,744.62,31.04,234.77,66.36,1014.71
O000254,C04569,2025-08-29,Mobile App,Debit Card,Delivered,Gujarat,Surat,9483.04,373.28,217.49,1002.96,10330.21
O000255,C08532,2025-04-26,Mobile App,Credit Card,Delivered,Telangana,Warangal,9561.400000000001,225.67,27.7,1636.33,10999.76
O000256,C00645,2026-04-18,Marketplace,Wallet,Delivered,West Bengal,Howrah,1858.73,44.91,34.56,96.37,1944.75
O000257,C06522,2026-05-05,Website,UPI,Delivered,Tamil Nadu,Coimbatore,13034.32,614.75,183.21,2220.95,14823.73
O000258,C04340,2026-10-26,Mobile App,COD,Delivered,Uttar Pradesh,Noida,5988.51,163.67,158.77,1021.2,7004.81
O000259,C03644,2025-08-12,Marketplace,COD,Delivered,Maharashtra,Mumbai,9891.6,253.19,38.4,560.86,10237.67
O000260,C02706,2025-02-24,Marketplace,UPI,Delivered,Delhi,New Delhi,968.16,39.64,55.22,165.73,1149.47
O000261,C08669,2025-06-22,Marketplace,Wallet,Delivered,Gujarat,Vadodara,2241.45,29.78,23.94,178.27,2413.88
O000262,C03192,2026-12-10,Mobile App,Credit Card,Delivered,Telangana,Hyderabad,1469.93,54.27,227.48,219.1,1862.24
O000263,C09941,2026-12-24,Mobile App,UPI,Returned,Kerala,Kochi,29429.69,1047.83,195.81,3970.51,32548.18
O000264,C05528,2025-10-05,Marketplace,UPI,Delivered,Maharashtra,Nagpur,13708.21,211.8,247.38,2147.82,15891.61
O000265,C07378,2025-12-26,Website,UPI,Delivered,Kerala,Thiruvananthapuram,9878.71,84.26,73.12,984.44,10852.01
O000266,C06766,2026-10-01,Website,UPI,Delivered,West Bengal,Kolkata,34753.73,304.35,159.64,2895.29,37504.31
O000267,C01495,2025-12-18,Website,Credit Card,Delivered,Tamil Nadu,Chennai,17905.97,219.23,187.89,1228.8,19103.43
O000268,C08783,2026-12-07,Mobile App,UPI,Delivered,Kerala,Kozhikode,3779.38,187.56,165.46,315.14,4072.42
O000269,C06354,2026-09-24,Website,Credit Card,Delivered,Tamil Nadu,Coimbatore,8219.58,92.89,22.39,769.61,8918.69
O000270,C07299,2026-07-09,Mobile App,Credit Card,Returned,Kerala,Kozhikode,382.9,11.88,96.07,56.07,523.16
O000271,C05745,2026-04-11,Website,Net Banking,Delivered,West Bengal,Howrah,7262.1,227.63,9.94,1263.26,8307.67
O000272,C07767,2025-06-11,Mobile App,Credit Card,Delivered,Rajasthan,Udaipur,1695.6,81.0,142.94,192.73,1950.27
O000273,C04392,2025-05-23,Mobile App,UPI,Delivered,Uttar Pradesh,Lucknow,9686.82,428.66,88.87,1644.08,10991.11
O000274,C07592,2026-10-13,Marketplace,UPI,Delivered,Kerala,Thiruvananthapuram,8252.64,182.75,208.07,636.95,8914.91
O000275,C09507,2025-07-08,Website,Debit Card,Delivered,Gujarat,Surat,24267.54,444.58,180.74,2783.27,26786.97
O000276,C00933,2025-07-11,Marketplace,UPI,Delivered,Tamil Nadu,Chennai,15772.74,240.73,110.62,1550.33,17192.96
O000277,C00287,2026-10-01,Marketplace,UPI,Delivered,Telangana,Nizamabad,22180.67,318.49,42.24,2349.07,24253.49
O000278,C03629,2025-02-07,Mobile App,COD,Delivered,West Bengal,Kolkata,5381.37,88.4,52.26,347.43,5692.66
O000279,C00368,2026-06-20,Mobile App,UPI,Delivered,West Bengal,Kolkata,3646.66,2.97,216.21,407.34,4267.24
O000280,C05615,2026-04-01,Website,UPI,Delivered,West Bengal,Kolkata,4531.139999999999,222.67,108.08,682.69,5099.24
O000281,C09530,2025-01-31,Marketplace,Debit Card,Delivered,Karnataka,Bengaluru,2117.91,28.7,51.55,107.05,2247.81
O000282,C04032,2025-05-21,Mobile App,Wallet,Returned,Tamil Nadu,Chennai,13243.99,639.54,171.77,1238.71,14014.93
O000283,C06461,2025-08-25,Mobile App,Debit Card,Delivered,Maharashtra,Nagpur,21483.85,102.74,48.14,1304.05,22733.3
O000284,C08259,2025-06-27,Mobile App,Net Banking,Delivered,Rajasthan,Jodhpur,20688.77,305.41,36.98,2014.96,22435.3
O000285,C00647,2025-05-12,Website,Credit Card,Delivered,Telangana,Nizamabad,45247.770000000004,113.67,11.84,7054.53,52200.47
O000286,C05230,2026-10-05,Mobile App,COD,Delivered,Maharashtra,Mumbai,13973.48,617.48,73.43,1654.82,15084.25
O000287,C05832,2026-11-17,Mobile App,UPI,Delivered,Karnataka,Mangaluru,5026.13,219.07,11.32,459.55,5277.93
O000288,C00595,2025-05-16,Mobile App,UPI,Delivered,Telangana,Nizamabad,1849.45,3.09,243.57,296.42,2386.35
O000289,C07684,2026-03-04,Website,UPI,Delivered,Uttar Pradesh,Noida,4245.95,107.3,95.47,451.07,4685.19
O000290,C01686,2025-11-22,Mobile App,UPI,Returned,Maharashtra,Mumbai,13621.08,102.81,185.55,2159.07,15862.89
O000291,C03826,2025-10-19,Marketplace,UPI,Delivered,Gujarat,Vadodara,13011.25,168.54,48.76,1511.7,14403.17
O000292,C07958,2026-12-04,Website,Debit Card,Delivered,Karnataka,Mangaluru,7043.73,84.68,248.88,817.72,8025.65
O000293,C07247,2025-02-06,Mobile App,COD,Delivered,Uttar Pradesh,Lucknow,4684.77,61.81,218.36,802.96,5644.28
O000294,C08683,2026-12-16,Mobile App,Debit Card,Delivered,Uttar Pradesh,Kanpur,21820.89,117.99,231.9,3366.41,25301.21
O000295,C07248,2025-09-08,Website,Net Banking,Delivered,Maharashtra,Nagpur,14985.06,655.14,51.39,1782.17,16163.48
O000296,C09966,2026-02-25,Marketplace,Debit Card,Delivered,Telangana,Nizamabad,20414.57,929.0,191.97,2655.09,22332.63
O000297,C03689,2026-11-21,Website,UPI,Delivered,Gujarat,Surat,8274.95,170.17,62.24,1306.75,9473.77
O000298,C07695,2026-04-23,Mobile App,Wallet,Delivered,Karnataka,Mangaluru,2292.58,54.7,149.54,142.88,2530.3
O000299,C03174,2026-07-29,Website,Credit Card,Returned,Kerala,Kozhikode,6528.95,63.02,247.26,461.55,7174.74
O000300,C07736,2025-03-18,Mobile App,Net Banking,Delivered,Tamil Nadu,Madurai,2538.15,101.52,35.62,278.67,2750.92
O000301,C09485,2026-02-26,Website,Net Banking,Delivered,Rajasthan,Udaipur,841.53,14.13,178.64,52.88,1058.92
O000302,C03431,2025-09-02,Website,Credit Card,Delivered,Gujarat,Vadodara,458.13,22.11,56.41,22.52,514.95
O000303,C04069,2025-11-14,Website,COD,Returned,Kerala,Thiruvananthapuram,843.82,27.12,97.0,46.78,960.48
O000304,C06897,2025-07-06,Marketplace,COD,Cancelled,Kerala,Kochi,505.38,3.78,139.91,84.33,725.84
O000305,C06975,2026-04-01,Marketplace,Debit Card,Returned,Gujarat,Vadodara,11043.6,424.89,90.07,1615.31,12324.09
O000306,C04559,2026-01-29,Website,UPI,Delivered,Telangana,Nizamabad,280.51,1.18,68.97,31.89,380.19
O000307,C00856,2025-04-10,Marketplace,COD,Delivered,Delhi,Delhi,6514.68,275.78,72.71,945.63,7257.24
O000308,C07815,2026-06-29,Website,Net Banking,Cancelled,Gujarat,Surat,16884.39,251.32,124.87,2877.28,19635.22
O000309,C07645,2025-08-12,Mobile App,Credit Card,Delivered,Rajasthan,Udaipur,24797.02,52.01,89.99,3191.88,28026.88
O000310,C00278,2026-03-10,Website,UPI,Delivered,Delhi,New Delhi,16311.54,102.67,106.99,1117.49,17433.35
O000311,C00594,2026-10-14,Website,Net Banking,Returned,Gujarat,Vadodara,869.73,8.13,213.97,123.57,1199.14
O000312,C06159,2025-11-01,Marketplace,UPI,Delivered,Telangana,Nizamabad,11674.27,441.43,28.78,1750.81,13012.43
O000313,C00225,2026-04-19,Mobile App,COD,Delivered,Karnataka,Mangaluru,9199.3,428.56,163.28,681.93,9615.95
O000314,C02948,2026-10-10,Mobile App,Net Banking,Delivered,Uttar Pradesh,Lucknow,3302.87,92.57,190.73,447.84,3848.87
O000315,C09560,2026-04-06,Website,UPI,Delivered,West Bengal,Kolkata,15168.63,545.48,210.77,1410.44,16244.36
O000316,C06095,2026-12-21,Marketplace,UPI,Delivered,Kerala,Kochi,3387.59,31.62,249.51,302.94,3908.42
O000317,C09089,2025-03-06,Mobile App,Net Banking,Delivered,Delhi,New Delhi,3232.89,130.13,238.67,322.69,3664.12
O000318,C08893,2025-10-11,Website,Net Banking,Delivered,Rajasthan,Jodhpur,6239.61,98.52,169.88,707.17,7018.14
O000319,C02898,2026-06-07,Marketplace,Net Banking,Delivered,Maharashtra,Nagpur,12522.52,214.62,155.87,683.47,13147.24
O000320,C06303,2025-12-25,Website,COD,Delivered,Delhi,New Delhi,20644.6,957.42,216.88,2595.11,22499.17
O000321,C03139,2025-07-22,Marketplace,COD,Delivered,Uttar Pradesh,Kanpur,11826.490000000002,3.06,140.03,1143.52,13106.98
O000322,C05239,2025-09-22,Marketplace,UPI,Delivered,Tamil Nadu,Coimbatore,6822.19,151.17,187.05,936.3,7794.37
O000323,C03411,2026-06-25,Mobile App,UPI,Delivered,West Bengal,Howrah,74455.61,3063.83,128.15,6856.57,78376.5
O000324,C03153,2026-08-14,Website,UPI,Returned,Tamil Nadu,Madurai,6347.12,183.88,47.37,530.41,6741.02
O000325,C06484,2026-04-15,Mobile App,COD,Delivered,Rajasthan,Jaipur,1404.75,17.8,160.16,235.52,1782.63
O000326,C09293,2026-10-26,Website,Wallet,Delivered,Rajasthan,Jaipur,6102.77,60.54,91.87,692.22,6826.32
O000327,C07783,2026-01-18,Website,COD,Delivered,Delhi,Delhi,11796.06,550.83,235.96,1088.33,12569.52
O000328,C01038,2026-09-13,Website,COD,Delivered,Tamil Nadu,Coimbatore,10756.43,465.54,175.24,1367.74,11833.87
O000329,C02787,2025-03-26,Website,Credit Card,Delivered,West Bengal,Howrah,32075.38,534.65,219.66,4059.43,35819.82
O000330,C01905,2026-12-23,Mobile App,UPI,Delivered,Gujarat,Vadodara,11503.54,263.74,60.2,932.67,12232.67
O000331,C05017,2026-10-18,Mobile App,UPI,Delivered,Delhi,New Delhi,2573.52,93.41,159.23,279.15,2918.49
O000332,C09105,2026-10-29,Marketplace,UPI,Delivered,Rajasthan,Jaipur,12125.72,404.11,94.79,1079.99,12896.39
O000333,C02253,2026-10-21,Marketplace,Debit Card,Delivered,Tamil Nadu,Chennai,2344.11,21.68,41.43,186.06,2549.92
O000334,C07458,2026-09-28,Website,Debit Card,Delivered,Uttar Pradesh,Lucknow,19974.89,465.05,169.0,3047.31,22726.15
O000335,C00110,2025-03-09,Website,Net Banking,Delivered,Kerala,Kozhikode,13078.72,455.74,155.26,1338.18,14116.42
O000336,C00047,2026-11-08,Website,UPI,Delivered,Tamil Nadu,Chennai,2043.13,80.52,90.24,98.15,2151.0
O000337,C08437,2025-05-11,Website,Net Banking,Delivered,Tamil Nadu,Madurai,10862.199999999999,97.33,172.25,1765.78,12702.9
O000338,C04230,2026-10-14,Marketplace,Credit Card,Delivered,Karnataka,Mysuru,14841.29,456.54,158.56,2530.42,17073.73
O000339,C06658,2026-02-16,Website,COD,Delivered,Kerala,Kochi,13348.85,476.69,217.18,2289.15,15378.49
O000340,C07811,2025-08-11,Marketplace,COD,Delivered,Maharashtra,Mumbai,14547.43,427.69,230.32,1207.57,15557.63
O000341,C00291,2025-09-06,Website,Wallet,Delivered,Uttar Pradesh,Lucknow,9561.89,241.76,173.23,740.18,10233.54
O000342,C09659,2025-08-01,Website,Debit Card,Delivered,Kerala,Kochi,15977.449999999999,16.01,219.76,1537.59,17718.79
O000343,C09160,2026-06-26,Website,UPI,Delivered,Tamil Nadu,Chennai,16427.52,57.25,82.89,1349.65,17802.81
O000344,C07955,2026-07-04,Website,UPI,Delivered,Uttar Pradesh,Noida,808.85,33.66,176.36,139.1,1090.65
O000345,C09047,2025-11-18,Mobile App,COD,Delivered,Karnataka,Mysuru,10182.6,92.48,214.62,1611.71,11916.45
O000346,C03903,2025-11-18,Website,UPI,Returned,Rajasthan,Udaipur,7622.7300000000005,97.52,65.74,861.39,8452.34
O000347,C03240,2025-06-16,Marketplace,Debit Card,Delivered,Karnataka,Bengaluru,18858.15,889.33,196.76,1248.08,19413.66
O000348,C08280,2025-11-01,Website,Wallet,Delivered,Karnataka,Mangaluru,2100.89,37.51,158.92,285.93,2508.23
O000349,C08922,2026-05-06,Website,UPI,Delivered,Rajasthan,Jodhpur,9425.48,377.38,173.56,811.87,10033.53
O000350,C08439,2026-04-08,Mobile App,UPI,Delivered,Kerala,Kozhikode,5323.4,38.46,1.16,357.49,5643.59
O000351,C03336,2025-04-12,Website,Credit Card,Delivered,Tamil Nadu,Madurai,3295.47,74.32,46.25,440.26,3707.66
O000352,C02283,2026-07-01,Mobile App,Wallet,Delivered,Karnataka,Bengaluru,21483.59,117.06,213.37,1581.78,23161.68
O000353,C02589,2026-12-25,Mobile App,UPI,Delivered,Delhi,Delhi,405.89,2.72,49.11,30.13,482.41
O000354,C09296,2026-09-03,Website,UPI,Delivered,Tamil Nadu,Madurai,3044.13,16.34,43.07,490.55,3561.41
O000355,C03920,2025-01-07,Mobile App,UPI,Delivered,Tamil Nadu,Chennai,6555.29,86.4,65.1,415.66,6949.65
O000356,C03627,2026-09-12,Mobile App,Net Banking,Delivered,Uttar Pradesh,Lucknow,8040.02,131.6,57.17,1369.6,9335.19
O000357,C03865,2025-01-25,Website,UPI,Delivered,Kerala,Thiruvananthapuram,37518.19,880.91,72.99,2587.75,39298.02
O000358,C02505,2025-04-15,Website,Credit Card,Delivered,Karnataka,Bengaluru,1345.7,58.5,94.3,217.57,1599.07
O000359,C04077,2025-07-10,Marketplace,COD,Delivered,West Bengal,Howrah,4169.16,112.72,244.74,593.13,4894.31
O000360,C09374,2025-12-27,Website,UPI,Delivered,Kerala,Kochi,22284.63,626.35,41.03,3641.28,25340.59
O000361,C03522,2026-09-30,Mobile App,UPI,Delivered,Uttar Pradesh,Noida,7734.58,354.7,41.15,1179.14,8600.17
O000362,C06975,2026-09-05,Mobile App,UPI,Delivered,Gujarat,Vadodara,12844.720000000001,297.26,199.98,1444.52,14191.96
O000363,C02191,2025-10-17,Website,UPI,Delivered,Maharashtra,Nagpur,482.53,1.87,205.26,36.94,722.86
O000364,C08485,2025-12-16,Mobile App,Debit Card,Delivered,Uttar Pradesh,Noida,14380.689999999999,511.99,53.0,1176.02,15097.72
O000365,C05120,2025-05-13,Website,Debit Card,Returned,Delhi,New Delhi,1800.79,66.46,5.16,287.56,2027.05
O000366,C04455,2026-12-03,Marketplace,UPI,Delivered,Delhi,Delhi,10075.75,337.25,130.35,1389.92,11258.77
O000367,C06957,2025-08-03,Website,Net Banking,Delivered,Karnataka,Mysuru,8727.03,205.24,44.74,1367.36,9933.89
O000368,C05852,2025-06-09,Website,Wallet,Delivered,Uttar Pradesh,Lucknow,38724.9,168.95,38.37,6305.23,44899.55
O000369,C02923,2026-12-24,Mobile App,UPI,Delivered,Maharashtra,Nagpur,9791.37,143.36,68.66,1002.05,10718.72
O000370,C09735,2025-06-15,Mobile App,COD,Delivered,Telangana,Nizamabad,4240.27,107.62,218.83,605.05,4956.53
O000371,C06784,2025-05-22,Marketplace,Net Banking,Returned,Telangana,Nizamabad,4388.11,200.66,44.59,406.86,4638.9
O000372,C06768,2026-12-21,Mobile App,UPI,Delivered,Delhi,New Delhi,29172.559999999998,397.44,49.77,4679.3,33504.19
O000373,C07290,2025-03-03,Website,UPI,Delivered,Maharashtra,Mumbai,3880.24,124.09,235.66,651.42,4643.23
O000374,C08754,2025-01-27,Website,Net Banking,Cancelled,Uttar Pradesh,Lucknow,9208.35,147.93,52.58,1439.15,10552.15
O000375,C01570,2025-12-05,Website,Debit Card,Delivered,Delhi,Delhi,6012.119999999999,174.4,8.54,321.25,6167.51
O000376,C09203,2025-08-22,Website,UPI,Cancelled,Tamil Nadu,Madurai,8716.47,422.09,227.14,1113.77,9635.29
O000377,C01419,2026-10-15,Website,Credit Card,Delivered,Kerala,Thiruvananthapuram,31694.45,708.65,209.06,2085.5,33280.36
O000378,C05951,2026-07-04,Website,Wallet,Cancelled,Karnataka,Mangaluru,15150.51,397.0,132.7,1850.95,16737.16
O000379,C05072,2026-02-02,Website,UPI,Delivered,Karnataka,Mangaluru,1963.34,26.85,72.83,234.78,2244.1
O000380,C09845,2025-01-09,Website,UPI,Delivered,Maharashtra,Mumbai,8766.01,48.38,194.33,1546.53,10458.49
O000381,C09976,2025-07-28,Marketplace,UPI,Delivered,Maharashtra,Pune,6939.71,343.33,139.51,776.22,7512.11
O000382,C08075,2026-10-27,Mobile App,UPI,Delivered,Kerala,Kozhikode,11957.44,501.04,166.19,813.14,12435.73
O000383,C07881,2025-07-14,Mobile App,UPI,Delivered,Karnataka,Mangaluru,31505.86,57.92,221.29,2561.68,34230.91
O000384,C03013,2025-01-23,Mobile App,Net Banking,Delivered,Uttar Pradesh,Lucknow,7396.86,52.13,187.62,1126.56,8658.91
O000385,C07406,2025-06-30,Website,COD,Delivered,Telangana,Hyderabad,13238.76,378.96,94.71,988.01,13942.52
O000386,C05485,2026-07-21,Website,Credit Card,Delivered,Uttar Pradesh,Lucknow,9676.39,295.23,224.93,957.54,10563.63
O000387,C09658,2026-10-09,Website,Wallet,Returned,Telangana,Warangal,4081.48,86.19,88.82,239.25,4323.36
O000388,C05014,2025-08-13,Website,Debit Card,Delivered,Rajasthan,Udaipur,3415.5299999999997,81.19,44.96,385.38,3764.68
O000389,C09836,2025-07-01,Website,COD,Delivered,Telangana,Hyderabad,6100.12,121.67,78.0,1009.37,7065.82
O000390,C03751,2026-09-24,Mobile App,COD,Delivered,Telangana,Warangal,1369.37,35.32,63.54,198.84,1596.43
O000391,C04468,2025-06-02,Website,UPI,Delivered,West Bengal,Kolkata,47949.36,996.87,111.29,3636.95,50700.73
O000392,C05286,2025-10-11,Website,Debit Card,Delivered,Maharashtra,Mumbai,53299.92,937.24,172.97,8618.57,61154.22
O000393,C06612,2025-10-21,Website,UPI,Delivered,Karnataka,Bengaluru,11574.03,370.55,11.92,1650.95,12866.35
O000394,C07983,2025-10-31,Marketplace,Wallet,Delivered,Kerala,Kochi,6673.349999999999,313.78,7.22,545.94,6912.73
O000395,C04831,2025-03-02,Mobile App,Net Banking,Delivered,Gujarat,Vadodara,7784.54,226.2,72.21,640.89,8271.44
O000396,C05995,2026-09-29,Marketplace,UPI,Delivered,Gujarat,Ahmedabad,6596.49,152.68,25.63,1145.54,7614.98
O000397,C06690,2025-06-18,Website,Debit Card,Delivered,Delhi,New Delhi,2478.93,9.82,1.61,187.02,2657.74
O000398,C09100,2025-10-13,Mobile App,Debit Card,Delivered,Kerala,Kochi,1294.66,37.31,105.59,173.53,1536.47
O000399,C01055,2026-04-17,Website,Credit Card,Delivered,Karnataka,Mangaluru,6961.85,271.64,10.85,367.4,7068.46
O000400,C05981,2026-08-28,Website,Wallet,Returned,Delhi,Delhi,7893.79,16.24,55.61,937.77,8870.93
O000401,C08596,2026-03-11,Mobile App,Wallet,Delivered,Uttar Pradesh,Noida,291.83,7.3,232.35,47.56,564.44
O000402,C03974,2025-10-10,Website,Debit Card,Delivered,Maharashtra,Mumbai,1787.0,52.62,180.25,169.28,2083.91
O000403,C09495,2025-01-05,Website,Debit Card,Delivered,Telangana,Warangal,14503.66,396.44,21.17,767.55,14895.94
O000404,C07534,2025-12-28,Website,Wallet,Delivered,Telangana,Warangal,51568.73,1383.66,45.88,5689.39,55920.34
O000405,C09536,2026-02-20,Website,Net Banking,Delivered,Tamil Nadu,Coimbatore,9832.1,54.45,22.21,1592.16,11392.02
O000406,C02123,2025-10-09,Website,Debit Card,Delivered,Karnataka,Bengaluru,35815.59,1348.41,143.19,2043.82,36654.19
O000407,C07366,2026-04-11,Website,Credit Card,Returned,Telangana,Hyderabad,19967.33,109.1,189.12,2902.55,22949.9
O000408,C05479,2026-08-15,Marketplace,UPI,Delivered,Gujarat,Vadodara,7838.46,91.72,203.01,564.08,8513.83
O000409,C09773,2025-01-29,Mobile App,UPI,Delivered,Rajasthan,Jaipur,3119.24,7.8,56.34,411.13,3578.91
O000410,C08238,2026-09-03,Mobile App,UPI,Delivered,Delhi,Delhi,1106.04,50.08,192.45,162.57,1410.98
